Product_ID,Category,Product_Name,Sub_Category
FUR-CH-10000785,Furniture,Global Ergonomic Managers Chair,Chairs
OFF-AR-10003732,Office Supplies,Newell 333,Art
FUR-FU-10000023,Furniture,Eldon Wave Desk Accessories,Furnishings
OFF-BI-10002412,Office Supplies,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Binders
OFF-SU-10001225,Office Supplies,Staple remover,Supplies
OFF-ST-10002406,Office Supplies,Pizazz Global Quick File,Storage
OFF-PA-10002036,Office Supplies,Xerox 1930,Paper
OFF-ST-10002205,Office Supplies,File Shuttle I and Handi-File,Storage
TEC-AC-10003911,Technology,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Accessories
OFF-AR-10000658,Office Supplies,Newell 324,Art
TEC-AC-10002076,Technology,Microsoft Natural Keyboard Elite,Accessories
OFF-PA-10003039,Office Supplies,Xerox 1960,Paper
FUR-TA-10004915,Furniture,Office Impressions End Table  20-1/2H x 24W x 20D,Tables
OFF-AP-10000696,Office Supplies,Holmes Odor Grabber,Appliances
OFF-ST-10003327,Office Supplies,Akro-Mils 12-Gallon Tote,Storage
OFF-BI-10000309,Office Supplies,GBC Twin Loop Wire Binding Elements  9/16 Spine  Black,Binders
OFF-PA-10004734,Office Supplies,Southworth Structures Collection,Paper
OFF-BI-10002225,Office Supplies,Square Ring Data Binders  Rigid 75 Pt. Covers  11 x 14-7/8,Binders
TEC-AC-10004708,Technology,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Accessories
FUR-TA-10000617,Furniture,Hon Practical Foundations 30 x 60 Training Table  Light Gray/Charcoal,Tables
TEC-AC-10002335,Technology,Logitech Media Keyboard K200,Accessories
TEC-MA-10001681,Technology,Lexmark MarkNet N8150 Wireless Print Server,Machines
FUR-FU-10001935,Furniture,3M Hangers With Command Adhesive,Furnishings
OFF-AR-10004757,Office Supplies,Crayola Colored Pencils,Art
OFF-BI-10000050,Office Supplies,Angle-D Binders with Locking Rings  Label Holders,Binders
TEC-PH-10003012,Technology,Nortel Meridian M3904 Professional Digital phone,Phones
TEC-CO-10002313,Technology,Canon PC1080F Personal Copier,Copiers
OFF-BI-10003982,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,Binders
OFF-BI-10004492,Office Supplies,Tuf-Vin Binders,Binders
OFF-ST-10000798,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,Storage
OFF-PA-10002552,Office Supplies,Xerox 1958,Paper
OFF-SU-10002573,Office Supplies,Acme 10 Easy Grip Assistive Scissors,Supplies
OFF-ST-10001580,Office Supplies,Super Decoflex Portable Personal File,Storage
OFF-ST-10000934,Office Supplies,Contico 72H Heavy-Duty Storage System,Storage
TEC-AC-10000158,Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Accessories
OFF-PA-10001947,Office Supplies,Xerox 1974,Paper
OFF-AR-10003478,Office Supplies,Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters  4/Pack,Art
OFF-AP-10004249,Office Supplies,Staple holder,Appliances
TEC-CO-10004115,Technology,Sharp AL-1530CS Digital Copier,Copiers
OFF-PA-10003724,Office Supplies,Wirebound Message Book  4 per Page,Paper
FUR-TA-10002041,Furniture,Bevis Round Conference Table Top  X-Base,Tables
OFF-PA-10002893,Office Supplies,Wirebound Service Call Books  5 1/2 x 4,Paper
OFF-LA-10003766,Office Supplies,Self-Adhesive Removable Labels,Labels
FUR-BO-10001972,Furniture,OSullivan 4-Shelf Bookcase in Odessa Pine,Bookcases
FUR-CH-10003956,Furniture,Novimex High-Tech Fabric Mesh Task Chair,Chairs
OFF-PA-10000157,Office Supplies,Xerox 191,Paper
OFF-AR-10004344,Office Supplies,Bulldog Vacuum Base Pencil Sharpener,Art
FUR-CH-10004886,Furniture,Bevis Steel Folding Chairs,Chairs
OFF-PA-10003845,Office Supplies,Xerox 1987,Paper
OFF-AR-10001573,Office Supplies,American Pencil,Art
OFF-EN-10000483,Office Supplies,White Envelopes  White Envelopes with Clear Poly Window,Envelopes
TEC-AC-10004114,Technology,KeyTronic 6101 Series - Keyboard - Black,Accessories
FUR-FU-10004712,Furniture,Westinghouse Mesh Shade Clip-On Gooseneck Lamp  Black,Furnishings
OFF-ST-10000918,Office Supplies,Crate-A-Files,Storage
FUR-CH-10000015,Furniture,Hon Multipurpose Stacking Arm Chairs,Chairs
FUR-FU-10003347,Furniture,Coloredge Poster Frame,Furnishings
OFF-BI-10001543,Office Supplies,GBC VeloBinder Manual Binding System,Binders
TEC-MA-10000029,Technology,Epson WorkForce WF-2530 All-in-One Printer  Copier Scanner,Machines
OFF-AR-10000369,Office Supplies,Design Ebony Sketching Pencil,Art
OFF-BI-10004584,Office Supplies,GBC ProClick 150 Presentation Binding System,Binders
OFF-ST-10000617,Office Supplies,Woodgrain Magazine Files by Perma,Storage
OFF-ST-10003306,Office Supplies,Letter Size Cart,Storage
OFF-BI-10000773,Office Supplies,Insertable Tab Post Binder Dividers,Binders
TEC-AC-10002600,Technology,Belkin QODE FastFit Bluetooth Keyboard,Accessories
TEC-MA-10002937,Technology,Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer  Copier  Scanner,Machines
OFF-PA-10002230,Office Supplies,Xerox 1897,Paper
FUR-CH-10003396,Furniture,Global Deluxe Steno Chair,Chairs
FUR-FU-10000246,Furniture,Aluminum Document Frame,Furnishings
OFF-ST-10000060,Office Supplies,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Storage
OFF-ST-10003058,Office Supplies,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Storage
OFF-PA-10002222,Office Supplies,Xerox Color Copier Paper  11 x 17  Ream,Paper
FUR-CH-10002372,Furniture,Office Star - Ergonomically Designed Knee Chair,Chairs
OFF-LA-10001317,Office Supplies,Avery 520,Labels
FUR-FU-10000206,Furniture,GE General Purpose  Extra Long Life  Showcase & Floodlight Incandescent Bulbs,Furnishings
OFF-AR-10000588,Office Supplies,Newell 345,Art
OFF-ST-10001469,Office Supplies,Fellowes Bankers Box Recycled Super Stor/Drawer,Storage
OFF-AR-10001953,Office Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Art
OFF-AR-10003156,Office Supplies,50 Colored Long Pencils,Art
OFF-AR-10004974,Office Supplies,Newell 342,Art
TEC-PH-10002365,Technology,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Phones
OFF-ST-10000142,Office Supplies,Deluxe Rollaway Locking File with Drawer,Storage
TEC-AC-10001772,Technology,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Accessories
FUR-CH-10000225,Furniture,Global Geo Office Task Chair  Gray,Chairs
FUR-CH-10002331,Furniture,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Chairs
OFF-EN-10001415,Office Supplies,Staple envelope,Envelopes
OFF-AP-10002472,Office Supplies,3M Office Air Cleaner,Appliances
TEC-AC-10004571,Technology,Logitech G700s Rechargeable Gaming Mouse,Accessories
OFF-BI-10001098,Office Supplies,Acco D-Ring Binder w/DublLock,Binders
FUR-TA-10001889,Furniture,Bush Advantage Collection Racetrack Conference Table,Tables
OFF-BI-10000315,Office Supplies,Poly Designer Cover & Back,Binders
OFF-SU-10003505,Office Supplies,Premier Electric Letter Opener,Supplies
OFF-AP-10002578,Office Supplies,Fellowes Premier Superior Surge Suppressor  10-Outlet  With Phone and Remote,Appliances
FUR-BO-10002824,Furniture,Bush Mission Pointe Library,Bookcases
OFF-BI-10002194,Office Supplies,Cardinal Hold-It CD Pocket,Binders
OFF-PA-10004071,Office Supplies,Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box,Paper
OFF-ST-10002743,Office Supplies,SAFCO Boltless Steel Shelving,Storage
FUR-BO-10001601,Furniture,Sauder Mission Library with Doors  Fruitwood Finish,Bookcases
TEC-PH-10002680,Technology,Samsung Galaxy Note 3,Phones
OFF-ST-10001321,Office Supplies,Decoflex Hanging Personal Folder File  Blue,Storage
OFF-PA-10001509,Office Supplies,Recycled Desk Saver Line While You Were Out Book  5 1/2 X 4,Paper
OFF-PA-10003465,Office Supplies,Xerox 1912,Paper
TEC-PH-10000149,Technology,Cisco SPA525G2 IP Phone - Wireless,Phones
OFF-AR-10003045,Office Supplies,Prang Colored Pencils,Art
OFF-ST-10000689,Office Supplies,Fellowes Strictly Business Drawer File  Letter/Legal Size,Storage
TEC-AC-10001445,Technology,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Accessories
TEC-AC-10002567,Technology,Logitech G602 Wireless Gaming Mouse,Accessories
OFF-LA-10003923,Office Supplies,Alphabetical Labels for Top Tab Filing,Labels
FUR-BO-10001337,Furniture,OSullivan Living Dimensions 2-Shelf Bookcases,Bookcases
TEC-PH-10001924,Technology,iHome FM Clock Radio with Lightning Dock,Phones
TEC-PH-10001363,Technology,Apple iPhone 5S,Phones
TEC-PH-10000376,Technology,Square Credit Card Reader,Phones
TEC-AC-10000303,Technology,Logitech M510 Wireless Mouse,Accessories
OFF-ST-10001809,Office Supplies,Fellowes Officeware Wire Shelving,Storage
OFF-EN-10003845,Office Supplies,Colored Envelopes,Envelopes
TEC-AC-10000991,Technology,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Accessories
FUR-TA-10001857,Furniture,Balt Solid Wood Rectangular Table,Tables
OFF-EN-10001434,Office Supplies,Strathmore #10 Envelopes  Ultimate White,Envelopes
OFF-BI-10002498,Office Supplies,Clear Mylar Reinforcing Strips,Binders
FUR-FU-10004864,Furniture,Howard Miller 14-1/2 Diameter Chrome Round Wall Clock,Furnishings
FUR-FU-10000073,Furniture,Deflect-O Glasstique Clear Desk Accessories,Furnishings
OFF-BI-10001670,Office Supplies,Vinyl Sectional Post Binders,Binders
OFF-BI-10001658,Office Supplies,GBC Standard Therm-A-Bind Covers,Binders
FUR-CH-10001215,Furniture,Global Troy Executive Leather Low-Back Tilter,Chairs
OFF-BI-10000831,Office Supplies,Storex Flexible Poly Binders with Double Pockets,Binders
OFF-PA-10000357,Office Supplies,White Dual Perf Computer Printout Paper  2700 Sheets  1 Part  Heavyweight  20 lbs.  14 7/8 x 11,Paper
OFF-AR-10001662,Office Supplies,Rogers Handheld Barrel Pencil Sharpener,Art
OFF-AR-10003856,Office Supplies,Newell 344,Art
OFF-BI-10003527,Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders
FUR-FU-10001290,Furniture,Executive Impressions Supervisor Wall Clock,Furnishings
TEC-AC-10002399,Technology,SanDisk Cruzer 32 GB USB Flash Drive,Accessories
OFF-AR-10003811,Office Supplies,Newell 327,Art
OFF-AR-10001246,Office Supplies,Newell 317,Art
TEC-CO-10003236,Technology,Canon Image Class D660 Copier,Copiers
OFF-ST-10004507,Office Supplies,Advantus Rolling Storage Box,Storage
OFF-PA-10001667,Office Supplies,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Paper
OFF-ST-10004459,Office Supplies,Tennsco Single-Tier Lockers,Storage
OFF-ST-10000736,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,Storage
OFF-BI-10000285,Office Supplies,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Binders
TEC-PH-10003555,Technology,Motorola HK250 Universal Bluetooth Headset,Phones
OFF-FA-10002815,Office Supplies,Staples,Fasteners
FUR-CH-10003379,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,Chairs
OFF-ST-10004963,Office Supplies,Eldon Gobal File Keepers,Storage
OFF-SU-10002881,Office Supplies,Martin Yale Chadless Opener Electric Letter Opener,Supplies
OFF-EN-10001335,Office Supplies,White Business Envelopes with Contemporary Seam  Recycled White Business Envelopes,Envelopes
FUR-CH-10000595,Furniture,Safco Contoured Stacking Chairs,Chairs
FUR-FU-10000448,Furniture,Tenex Chairmats For Use With Carpeted Floors,Furnishings
TEC-PH-10000984,Technology,Panasonic KX-TG9471B,Phones
OFF-ST-10001325,Office Supplies,Sterilite Officeware Hinged File Box,Storage
OFF-BI-10002429,Office Supplies,Premier Elliptical Ring Binder  Black,Binders
OFF-BI-10004528,Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders
OFF-AP-10001271,Office Supplies,Eureka The Boss Cordless Rechargeable Stick Vac,Appliances
FUR-CH-10002647,Furniture,Situations Contoured Folding Chairs  4/Set,Chairs
TEC-AC-10001432,Technology,Enermax Aurora Lite Keyboard,Accessories
TEC-PH-10002262,Technology,LG Electronics Tone+ HBS-730 Bluetooth Headset,Phones
TEC-AC-10001465,Technology,SanDisk Cruzer 64 GB USB Flash Drive,Accessories
TEC-PH-10002597,Technology,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Phones
FUR-FU-10000723,Furniture,Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting,Furnishings
OFF-BI-10000404,Office Supplies,Avery Printable Repositionable Plastic Tabs,Binders
OFF-PA-10002986,Office Supplies,Xerox 1898,Paper
OFF-SU-10001935,Office Supplies,Staple remover,Supplies
FUR-CH-10002024,Furniture,HON 5400 Series Task Chairs for Big and Tall,Chairs
FUR-FU-10003039,Furniture,Howard Miller 11-1/2 Diameter Grantwood Wall Clock,Furnishings
OFF-FA-10004248,Office Supplies,Advantus T-Pin Paper Clips,Fasteners
OFF-ST-10001780,Office Supplies,Tennsco 16-Compartment Lockers with Coat Rack,Storage
OFF-AR-10003560,Office Supplies,Zebra Zazzle Fluorescent Highlighters,Art
OFF-LA-10001297,Office Supplies,Avery 473,Labels
FUR-TA-10004256,Furniture,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Tables
OFF-PA-10003441,Office Supplies,Xerox 226,Paper
OFF-BI-10000069,Office Supplies,GBC Prepunched Paper  19-Hole  for Binding Systems  24-lb,Binders
OFF-AP-10003914,Office Supplies,Sanitaire Vibra Groomer IR Commercial Upright Vacuum  Replacement Belts,Appliances
FUR-FU-10004020,Furniture,Advantus Panel Wall Acrylic Frame,Furnishings
OFF-FA-10003467,Office Supplies,Alliance Big Bands Rubber Bands  12/Pack,Fasteners
TEC-PH-10002496,Technology,Cisco SPA301,Phones
OFF-PA-10004530,Office Supplies,Personal Creations Ink Jet Cards and Labels,Paper
OFF-BI-10001107,Office Supplies,GBC White Gloss Covers  Plain Front,Binders
OFF-PA-10004451,Office Supplies,Xerox 222,Paper
FUR-CH-10004997,Furniture,Hon Every-Day Series Multi-Task Chairs,Chairs
TEC-PH-10000347,Technology,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Phones
OFF-AR-10003394,Office Supplies,Newell 332,Art
OFF-PA-10001450,Office Supplies,Rediform S.O.S. Phone Message Books,Paper
OFF-SU-10001574,Office Supplies,Acme Value Line Scissors,Supplies
FUR-FU-10001475,Furniture,Contract Clock  14  Brown,Furnishings
OFF-SU-10004498,Office Supplies,Martin-Yale Premier Letter Opener,Supplies
TEC-PH-10000586,Technology,AT&T SB67148 SynJ,Phones
OFF-BI-10002764,Office Supplies,Recycled Pressboard Report Cover with Reinforced Top Hinge,Binders
OFF-LA-10003930,Office Supplies,Dot Matrix Printer Tape Reel Labels  White  5000/Box,Labels
TEC-PH-10003800,Technology,i.Sound Portable Power - 8000 mAh,Phones
OFF-PA-10002005,Office Supplies,Xerox 225,Paper
OFF-PA-10004101,Office Supplies,Xerox 1894,Paper
OFF-AR-10004078,Office Supplies,Newell 312,Art
OFF-AP-10004708,Office Supplies,Fellowes Superior 10 Outlet Split Surge Protector,Appliances
FUR-FU-10001979,Furniture,Dana Halogen Swing-Arm Architect Lamp,Furnishings
OFF-SU-10004115,Office Supplies,Acme Stainless Steel Office Snips,Supplies
TEC-PH-10001425,Technology,Mophie Juice Pack Helium for iPhone,Phones
TEC-PH-10003963,Technology,GE 2-Jack Phone Line Splitter,Phones
OFF-ST-10001490,Office Supplies,Hot File 7-Pocket  Floor Stand,Storage
OFF-PA-10002120,Office Supplies,Xerox 1889,Paper
OFF-BI-10000848,Office Supplies,Angle-D Ring Binders,Binders
TEC-PH-10003092,Technology,Motorola L804,Phones
OFF-LA-10004345,Office Supplies,Avery 493,Labels
OFF-PA-10001204,Office Supplies,Xerox 1972,Paper
TEC-PH-10004667,Technology,Cisco 8x8 Inc. 6753i IP Business Phone System,Phones
OFF-BI-10002949,Office Supplies,Prestige Round Ring Binders,Binders
FUR-FU-10003849,Furniture,DAX Metal Frame  Desktop  Stepped-Edge,Furnishings
FUR-FU-10000010,Furniture,DAX Value U-Channel Document Frames  Easel Back,Furnishings
OFF-BI-10002824,Office Supplies,Recycled Easel Ring Binders,Binders
TEC-PH-10002538,Technology,Grandstream GXP1160 VoIP phone,Phones
OFF-BI-10002103,Office Supplies,Cardinal Slant-D Ring Binder  Heavy Gauge Vinyl,Binders
FUR-CH-10004853,Furniture,Global Managers Adjustable Task Chair  Storm,Chairs
OFF-AP-10000179,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Appliances
OFF-ST-10001272,Office Supplies,Mini 13-1/2 Capacity Data Binder Rack  Pearl,Storage
FUR-FU-10000221,Furniture,Master Caster Door Stop  Brown,Furnishings
OFF-AP-10001563,Office Supplies,Belkin Premiere Surge Master II 8-outlet surge protector,Appliances
OFF-BI-10000605,Office Supplies,Acco Pressboard Covers with Storage Hooks  9 1/2 x 11  Executive Red,Binders
OFF-ST-10001963,Office Supplies,Tennsco Regal Shelving Units,Storage
TEC-AC-10001267,Technology,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Accessories
TEC-PH-10002103,Technology,Jabra SPEAK 410,Phones
TEC-AC-10002857,Technology,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  1/Pack,Accessories
FUR-CH-10001482,Furniture,Office Star - Mesh Screen back chair with Vinyl seat,Chairs
OFF-BI-10001989,Office Supplies,Premium Transparent Presentation Covers by GBC,Binders
OFF-AP-10003287,Office Supplies,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Appliances
OFF-BI-10004728,Office Supplies,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders
FUR-FU-10000732,Furniture,Eldon 200 Class Desk Accessories,Furnishings
OFF-ST-10000585,Office Supplies,Economy Rollaway Files,Storage
OFF-LA-10002787,Office Supplies,Avery 480,Labels
OFF-PA-10001934,Office Supplies,Xerox 1993,Paper
OFF-AP-10002457,Office Supplies,Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red,Appliances
OFF-FA-10003112,Office Supplies,Staples,Fasteners
OFF-AP-10002350,Office Supplies,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Appliances
TEC-AC-10001142,Technology,First Data FD10 PIN Pad,Accessories
TEC-AC-10001101,Technology,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Accessories
OFF-AP-10002439,Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances
OFF-BI-10002827,Office Supplies,Avery Durable Poly Binders,Binders
OFF-EN-10002230,Office Supplies,Airmail Envelopes,Envelopes
OFF-ST-10001511,Office Supplies,Space Solutions Commercial Steel Shelving,Storage
OFF-SU-10004231,Office Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,Supplies
TEC-PH-10004042,Technology,ClearOne Communications CHAT 70 OC Speaker Phone,Phones
FUR-FU-10003096,Furniture,Master Giant Foot Doorstop  Safety Yellow,Furnishings
FUR-FU-10002759,Furniture,12-1/2 Diameter Round Wall Clock,Furnishings
FUR-TA-10000688,Furniture,Chromcraft Bull-Nose Wood Round Conference Table Top  Wood Base,Tables
OFF-AR-10001954,Office Supplies,Newell 331,Art
OFF-AP-10004532,Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector,Appliances
OFF-PA-10002137,Office Supplies,Southworth 100% Résumé Paper  24lb.,Paper
OFF-AP-10000804,Office Supplies,Hoover Portapower Portable Vacuum,Appliances
TEC-AC-10003614,Technology,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  10/Pack,Accessories
FUR-FU-10003553,Furniture,Howard Miller 13-1/2 Diameter Rosebrook Wall Clock,Furnishings
OFF-BI-10004632,Office Supplies,Ibico Hi-Tech Manual Binding System,Binders
OFF-BI-10003305,Office Supplies,Avery Hanging File Binders,Binders
OFF-ST-10002583,Office Supplies,Fellowes Neat Ideas Storage Cubes,Storage
TEC-MA-10004125,Technology,Cubify CubeX 3D Printer Triple Head Print,Machines
OFF-LA-10001934,Office Supplies,Avery 516,Labels
FUR-BO-10004015,Furniture,Bush Andora Bookcase  Maple/Graphite Gray Finish,Bookcases
FUR-FU-10004071,Furniture,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furnishings
OFF-ST-10002444,Office Supplies,Recycled Eldon Regeneration Jumbo File,Storage
TEC-AC-10002253,Technology,Imation Bio 8GB USB Flash Drive Imation Corp,Accessories
OFF-PA-10000743,Office Supplies,Xerox 1977,Paper
OFF-LA-10002312,Office Supplies,Avery 490,Labels
OFF-LA-10003510,Office Supplies,Avery 4027 File Folder Labels for Dot Matrix Printers  5000 Labels per Box  White,Labels
OFF-AR-10001118,Office Supplies,Binney & Smith Crayola Metallic Crayons  16-Color Pack,Art
OFF-BI-10001575,Office Supplies,GBC Linen Binding Covers,Binders
FUR-FU-10003394,Furniture,Tenex The Solids Textured Chair Mats,Furnishings
FUR-TA-10002774,Furniture,Laminate Occasional Tables,Tables
OFF-PA-10001800,Office Supplies,Xerox 220,Paper
OFF-AP-10001469,Office Supplies,Fellowes 8 Outlet Superior Workstation Surge Protector,Appliances
FUR-BO-10003272,Furniture,OSullivan Living Dimensions 5-Shelf Bookcases,Bookcases
OFF-EN-10001219,Office Supplies,#10- 4 1/8 x 9 1/2 Security-Tint Envelopes,Envelopes
OFF-AP-10001154,Office Supplies,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances
TEC-AC-10001606,Technology,Logitech Wireless Performance Mouse MX for PC and Mac,Accessories
OFF-BI-10003355,Office Supplies,Cardinal Holdit Business Card Pockets,Binders
FUR-FU-10002253,Furniture,Howard Miller 13 Diameter Pewter Finish Round Wall Clock,Furnishings
OFF-PA-10004092,Office Supplies,Tops Green Bar Computer Printout Paper,Paper
FUR-TA-10000198,Furniture,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Tables
OFF-ST-10000036,Office Supplies,Recycled Data-Pak for Archival Bound Computer Printouts  12-1/2 x 12-1/2 x 16,Storage
FUR-FU-10000222,Furniture,Seth Thomas 16 Steel Case Clock,Furnishings
OFF-SU-10004664,Office Supplies,Acme Softgrip Scissors,Supplies
OFF-EN-10001141,Office Supplies,Manila Recycled Extra-Heavyweight Clasp Envelopes  6 x 9,Envelopes
TEC-PH-10002170,Technology,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Phones
OFF-PA-10001954,Office Supplies,Xerox 1964,Paper
FUR-TA-10002228,Furniture,Bevis Traditional Conference Table Top  Plinth Base,Tables
OFF-ST-10004634,Office Supplies,Personal Folder Holder  Ebony,Storage
TEC-AC-10003610,Technology,Logitech Illuminated - Keyboard,Accessories
FUR-BO-10001619,Furniture,OSullivan Cherrywood Estates Traditional Bookcase,Bookcases
OFF-BI-10000138,Office Supplies,Acco Translucent Poly Ring Binders,Binders
TEC-AC-10001383,Technology,Logitech Wireless Touch Keyboard K400,Accessories
OFF-LA-10003223,Office Supplies,Avery 508,Labels
OFF-BI-10004094,Office Supplies,GBC Standard Plastic Binding Systems Combs,Binders
OFF-PA-10004971,Office Supplies,Xerox 196,Paper
OFF-SU-10004261,Office Supplies,Fiskars 8 Scissors  2/Pack,Supplies
TEC-PH-10000004,Technology,Belkin iPhone and iPad Lightning Cable,Phones
OFF-BI-10003638,Office Supplies,GBC Durable Plastic Covers,Binders
FUR-FU-10003577,Furniture,Nu-Dell Leatherette Frames,Furnishings
OFF-BI-10000546,Office Supplies,Avery Durable Binders,Binders
TEC-CO-10002095,Technology,Hewlett Packard 610 Color Digital Copier / Printer,Copiers
FUR-TA-10001095,Furniture,Chromcraft Round Conference Tables,Tables
OFF-LA-10004484,Office Supplies,Avery 476,Labels
OFF-EN-10001532,Office Supplies,Brown Kraft Recycled Envelopes,Envelopes
TEC-AC-10003174,Technology,Plantronics S12 Corded Telephone Headset System,Accessories
OFF-BI-10004187,Office Supplies,3-ring staple pack,Binders
OFF-ST-10000025,Office Supplies,Fellowes Stor/Drawer Steel Plus Storage Drawers,Storage
FUR-FU-10004306,Furniture,Electrix Halogen Magnifier Lamp,Furnishings
FUR-CH-10003746,Furniture,Hon 4070 Series Pagoda Round Back Stacking Chairs,Chairs
OFF-BI-10001036,Office Supplies,Cardinal EasyOpen D-Ring Binders,Binders
OFF-BI-10000301,Office Supplies,GBC Instant Report Kit,Binders
OFF-AR-10004648,Office Supplies,Boston 19500 Mighty Mite Electric Pencil Sharpener,Art
FUR-FU-10002597,Furniture,C-Line Magnetic Cubicle Keepers  Clear Polypropylene,Furnishings
OFF-AR-10003405,Office Supplies,Dixon My First Ticonderoga Pencil  #2,Art
FUR-CH-10002335,Furniture,Hon GuestStacker Chair,Chairs
OFF-PA-10003657,Office Supplies,Xerox 1927,Paper
FUR-BO-10004409,Furniture,Safco Value Mate Series Steel Bookcases  Baked Enamel Finish on Steel  Gray,Bookcases
TEC-AC-10000057,Technology,Microsoft Natural Ergonomic Keyboard 4000,Accessories
OFF-EN-10000056,Office Supplies,Cameo Buff Policy Envelopes,Envelopes
OFF-BI-10000014,Office Supplies,Heavy-Duty E-Z-D Binders,Binders
FUR-CH-10004675,Furniture,Lifetime Advantage Folding Chairs  4/Carton,Chairs
OFF-BI-10001132,Office Supplies,Acco PRESSTEX Data Binder with Storage Hooks  Dark Blue  9 1/2 X 11,Binders
FUR-CH-10003199,Furniture,Office Star - Contemporary Task Swivel Chair,Chairs
TEC-PH-10001530,Technology,Cisco Unified IP Phone 7945G VoIP phone,Phones
OFF-LA-10001569,Office Supplies,Avery 499,Labels
OFF-PA-10000176,Office Supplies,Xerox 1887,Paper
OFF-LA-10002271,Office Supplies,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Labels
FUR-FU-10004090,Furniture,Executive Impressions 14 Contract Wall Clock,Furnishings
OFF-AP-10000576,Office Supplies,Belkin 7 Outlet SurgeMaster II,Appliances
OFF-PA-10003953,Office Supplies,Xerox 218,Paper
FUR-FU-10000794,Furniture,Eldon Stackable Tray  Side-Load  Legal  Smoke,Furnishings
OFF-AR-10001897,Office Supplies,Model L Table or Wall-Mount Pencil Sharpener,Art
TEC-PH-10001795,Technology,ClearOne CHATAttach 160 - speaker phone,Phones
TEC-AC-10004901,Technology,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Accessories
OFF-AR-10003190,Office Supplies,Newell 32,Art
OFF-AP-10000240,Office Supplies,Belkin F9G930V10-GRY 9 Outlet Surge,Appliances
TEC-AC-10001838,Technology,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Accessories
OFF-PA-10003651,Office Supplies,Xerox 1968,Paper
OFF-BI-10003094,Office Supplies,Self-Adhesive Ring Binder Labels,Binders
FUR-CH-10001394,Furniture,Global Leather Executive Chair,Chairs
OFF-BI-10004230,Office Supplies,GBC Recycled Grain Textured Covers,Binders
OFF-PA-10003395,Office Supplies,Xerox 1941,Paper
TEC-AC-10002402,Technology,Razer Kraken PRO Over Ear PC and Music Headset,Accessories
TEC-AC-10003441,Technology,Kingston Digital DataTraveler 32GB USB 2.0,Accessories
OFF-FA-10002280,Office Supplies,Advantus Plastic Paper Clips,Fasteners
OFF-SU-10000381,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles,Supplies
OFF-EN-10004459,Office Supplies,Security-Tint Envelopes,Envelopes
